ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,EXPERIENCE,bad,LOG_INCOME,LOG_INCOME_PER_PERSON,DEPENDENCY_RATIO,EXPERIENCE_BIN,AGE_BIN,AGE_X_INCOME,EXP_X_INCOME,HIGH_INCOME_FLAG,INCOME_BIN,ADULTS,EXP_AGE_RATIO,STABILITY_SCORE,CHILD_BIN
5008815,1,1,1,0,3,1,1,1,1,1,1,1,2,46,2,0,12.506180941677357,6.2530904708386785,0.0,1,2,575.2843233171584,25.012361883354714,0,3,2,0.04347825992438566,1.0,
5112956,1,1,1,0,3,1,1,1,1,1,1,1,2,46,2,0,12.506180941677357,6.2530904708386785,0.0,1,2,575.2843233171584,25.012361883354714,0,3,2,0.04347825992438566,1.0,
5008819,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008820,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008821,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008822,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008823,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008824,1,1,1,0,0,4,1,1,1,0,0,0,2,48,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,567.0257983104259,35.43911239440162,0,1,2,0.0624999986979167,1.0,
5008825,0,1,0,0,3,2,1,1,1,0,0,0,2,29,3,0,11.779136168550774,5.889568084275387,0.0,1,1,341.59494888797246,35.33740850565232,0,1,2,0.10344827229488716,1.2999999999999998,
5008826,0,1,0,0,3,2,1,1,1,0,0,0,2,29,3,0,11.779136168550774,5.889568084275387,0.0,1,1,341.59494888797246,35.33740850565232,0,1,2,0.10344827229488716,1.2999999999999998,
5008830,0,0,1,0,3,4,1,1,1,0,1,0,2,27,4,0,11.967187086434018,5.983593543217009,0.0,1,1,323.11405133371846,47.86874834573607,0,1,2,0.1481481426611799,1.2999999999999998,
5008831,0,0,1,0,3,4,1,1,1,0,1,0,2,27,4,0,11.967187086434018,5.983593543217009,0.0,1,1,323.11405133371846,47.86874834573607,0,1,2,0.1481481426611799,1.2999999999999998,
5008832,0,0,1,0,3,4,1,1,1,0,1,0,2,27,4,0,11.967187086434018,5.983593543217009,0.0,1,1,323.11405133371846,47.86874834573607,0,1,2,0.1481481426611799,1.2999999999999998,
5008834,0,0,1,1,3,4,3,1,1,0,0,0,2,30,4,0,11.630717389475995,5.815358694737998,0.499999750000125,1,1,348.92152168427987,46.52286955790398,0,0,1,0.13333332888888902,1.1500000749999626,0
5008835,0,0,1,1,3,4,3,1,1,0,0,0,2,30,4,0,11.630717389475995,5.815358694737998,0.499999750000125,1,1,348.92152168427987,46.52286955790398,0,0,1,0.13333332888888902,1.1500000749999626,0
5008836,1,1,1,3,3,4,1,1,1,0,0,0,5,34,3,0,12.506180941677357,2.5012361883354712,0.599999880000024,1,1,425.21015201703017,37.51854282503207,0,3,2,0.08823529152249143,1.1200000359999926,1
5008837,1,1,1,3,3,4,1,1,1,0,0,0,5,34,3,0,12.506180941677357,2.5012361883354712,0.599999880000024,1,1,425.21015201703017,37.51854282503207,0,3,2,0.08823529152249143,1.1200000359999926,1
5008838,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008839,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008840,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008841,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008842,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008843,1,0,1,1,0,1,1,1,1,0,0,0,3,32,5,0,12.91164481522143,4.30388160507381,0.33333322222225925,1,1,413.1726340870858,64.55822407610715,0,3,2,0.15624999511718765,1.200000033333322,0
5008844,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008846,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008847,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008849,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008850,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008851,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008852,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008853,1,1,1,0,0,4,1,1,1,0,1,0,2,56,12,0,11.630717389475995,5.815358694737998,0.0,3,3,651.3201738106558,139.56860867371194,0,0,2,0.21428571045918376,1.5000000000000002,
5008854,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008855,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008856,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008857,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008858,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008859,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008860,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008861,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008862,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008863,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008864,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008865,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008866,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008867,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5112846,0,1,1,2,3,4,1,1,1,0,0,0,4,43,8,0,11.813037464800539,2.9532593662001347,0.49999987500003124,2,2,507.96061098642315,94.50429971840431,0,1,2,0.18604650730124403,1.2500000374999907,1
5008868,0,0,1,1,2,4,0,1,1,0,0,0,3,44,19,0,12.261985005589679,4.08732833519656,0.33333322222225925,3,2,539.5273402459459,232.9777151062039,0,2,2,0.4318181720041325,1.7000000333333225,0
5008870,0,0,1,1,2,4,0,1,1,0,0,0,3,44,19,0,12.261985005589679,4.08732833519656,0.33333322222225925,3,2,539.5273402459459,232.9777151062039,0,2,2,0.4318181720041325,1.7000000333333225,0
5008872,1,1,1,0,0,4,1,1,1,0,1,0,2,45,14,0,12.793862088206213,6.396931044103106,0.0,3,2,575.7237939692795,179.11406923488698,0,3,2,0.311111104197531,1.8000000000000003,
5008873,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008874,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008875,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008876,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008877,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008878,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008879,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008880,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008881,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008882,0,0,1,2,0,1,1,1,1,0,0,1,4,34,4,0,11.744045122410057,2.9360112806025143,0.49999987500003124,1,1,399.29753416194194,46.97618048964023,0,1,2,0.11764705536332191,1.1500000374999906,1
5008884,0,0,1,0,1,4,4,1,1,0,0,0,1,55,0,0,12.660331092405906,12.660331092405906,0.0,0,3,696.3182100823249,0.0,0,3,1,0.0,0.3,
5008888,0,0,1,0,0,1,2,4,1,0,0,0,1,46,3,0,12.419169901386761,12.419169901386761,0.0,1,2,571.281815463791,37.257509704160285,0,3,1,0.06521738988657848,1.0,
5008889,0,0,1,0,0,1,2,4,1,0,0,0,1,46,3,0,12.419169901386761,12.419169901386761,0.0,1,2,571.281815463791,37.257509704160285,0,3,1,0.06521738988657848,1.0,
5008890,0,0,1,0,0,1,2,4,1,0,0,0,1,46,3,0,12.419169901386761,12.419169901386761,0.0,1,2,571.281815463791,37.257509704160285,0,3,1,0.06521738988657848,1.0,
5112847,0,0,1,0,0,1,2,4,1,0,0,0,1,46,3,0,12.419169901386761,12.419169901386761,0.0,1,2,571.281815463791,37.257509704160285,0,3,1,0.06521738988657848,1.0,
5008891,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008892,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008893,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008894,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008895,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008896,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008897,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008898,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008899,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008900,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008901,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008902,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008903,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008904,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008905,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008906,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008907,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008908,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008909,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008910,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008911,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008912,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008913,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008914,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008915,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008916,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008917,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008918,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008919,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008920,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008921,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008922,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008923,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008924,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008925,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008926,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008927,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008928,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008929,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008930,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008931,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008932,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008933,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008934,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008935,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008936,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008937,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008938,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008939,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008940,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008941,0,0,1,0,0,4,3,4,1,0,0,0,1,42,8,0,12.601490784782536,12.601490784782536,0.0,2,2,529.2626129608665,100.81192627826029,0,3,1,0.1904761859410432,1.4,
5008942,0,0,0,0,0,1,1,1,1,0,1,0,2,37,13,0,11.967187086434018,5.983593543217009,0.0,3,2,442.7859221980587,155.57343212364225,0,1,2,0.35135134185536915,1.8000000000000003,
5008943,0,0,0,0,0,1,1,1,1,0,1,0,2,37,13,0,11.967187086434018,5.983593543217009,0.0,3,2,442.7859221980587,155.57343212364225,0,1,2,0.35135134185536915,1.8000000000000003,
5008944,0,0,0,0,0,1,1,1,1,0,1,0,2,37,13,0,11.967187086434018,5.983593543217009,0.0,3,2,442.7859221980587,155.57343212364225,0,1,2,0.35135134185536915,1.8000000000000003,
5008945,0,0,0,0,0,1,1,1,1,0,1,0,2,37,13,0,11.967187086434018,5.983593543217009,0.0,3,2,442.7859221980587,155.57343212364225,0,1,2,0.35135134185536915,1.8000000000000003,
5008946,0,0,0,0,0,1,1,1,1,0,1,0,2,37,13,0,11.967187086434018,5.983593543217009,0.0,3,2,442.7859221980587,155.57343212364225,0,1,2,0.35135134185536915,1.8000000000000003,
5008947,1,0,1,0,3,4,1,1,1,1,1,0,2,42,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,496.14757352162263,35.43911239440162,0,1,2,0.0714285697278912,1.0,
5008948,1,0,1,0,3,4,1,1,1,1,1,0,2,42,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,496.14757352162263,35.43911239440162,0,1,2,0.0714285697278912,1.0,
5008949,1,0,1,0,3,4,1,1,1,1,1,0,2,42,3,0,11.813037464800539,5.9065187324002695,0.0,1,2,496.14757352162263,35.43911239440162,0,1,2,0.0714285697278912,1.0,
